timestamp,symbol,order_id,side,price,quantity,msg_type
1970-01-01 00:00:22.810943524,RELIANCE,100038,B,1359.20,432,E
1970-01-01 00:00:22.509677794,RELIANCE,100040,B,1359.10,500,A
1970-01-01 00:00:23.294846763,RELIANCE,100041,S,1359.50,500,A
1970-01-01 00:00:23.579984033,RELIANCE,100042,B,1359.15,500,A
1970-01-01 00:00:23.582624278,RELIANCE,100043,B,1359.20,500,A
1970-01-01 00:00:23.826561919,RELIANCE,100044,B,1359.15,500,A
1970-01-01 00:00:23.809037759,RELIANCE,100045,S,1359.55,500,A
1970-01-01 00:00:24.964017593,RELIANCE,100046,S,1359.60,500,A
1970-01-01 00:00:25.434131719,RELIANCE,100039,B,1359.10,500,D
1970-01-01 00:00:25.423076025,RELIANCE,100047,S,1359.55,500,A
1970-01-01 00:00:25.407059676,RELIANCE,100048,B,1359.05,500,A
1970-01-01 00:00:25.893271900,RELIANCE,100049,B,1359.00,500,A
1970-01-01 00:00:25.073678414,RELIANCE,100044,B,1359.15,500,D
1970-01-01 00:00:25.021882877,RELIANCE,100024,S,1360.05,500,D
1970-01-01 00:00:26.823450567,RELIANCE,100050,B,1359.10,500,A
1970-01-01 00:00:26.175842194,RELIANCE,100017,S,1360.05,136,X
1970-01-01 00:00:26.741541582,RELIANCE,100028,S,1359.80,500,D
1970-01-01 00:00:27.644687060,RELIANCE,100047,S,1359.55,500,D
1970-01-01 00:00:27.695294275,RELIANCE,100051,S,1359.45,500,A
1970-01-01 00:00:27.388896443,RELIANCE,100035,S,1359.65,500,D
1970-01-01 00:00:28.577858758,RELIANCE,100040,B,1359.10,500,D
1970-01-01 00:00:28.914520040,RELIANCE,100052,S,1359.45,500,A
1970-01-01 00:00:29.406936666,RELIANCE,100053,B,1358.95,500,A
1970-01-01 00:00:29.380990401,RELIANCE,100033,S,1359.70,500,D
1970-01-01 00:00:29.259154084,RELIANCE,100041,S,1359.50,500,D
1970-01-01 00:00:30.527015393,RELIANCE,100054,S,1359.40,500,A
1970-01-01 00:00:30.396232693,RELIANCE,100055,B,1358.95,500,A
1970-01-01 00:00:30.754684750,RELIANCE,100056,B,1358.70,500,A
1970-01-01 00:00:31.818394863,RELIANCE,100027,B,1359.45,500,D
1970-01-01 00:00:31.816267011,RELIANCE,100057,S,1359.20,500,A
1970-01-01 00:00:32.760229059,RELIANCE,100058,S,1359.25,500,A
1970-01-01 00:00:32.748846217,RELIANCE,100050,B,1359.10,447,E
1970-01-01 00:00:32.197958983,RELIANCE,100036,B,1359.30,191,X
1970-01-01 00:00:33.079545125,RELIANCE,100059,B,1358.85,500,A
1970-01-01 00:00:33.599226355,RELIANCE,100049,B,1359.00,500,D
1970-01-01 00:00:33.408427798,RELIANCE,100060,S,1359.25,500,A
1970-01-01 00:00:34.654586204,RELIANCE,100023,B,1359.65,99,X
1970-01-01 00:00:34.168638768,RELIANCE,100061,S,1359.10,500,A
1970-01-01 00:00:35.035046782,RELIANCE,100062,B,1358.75,500,A
1970-01-01 00:00:35.250636897,RELIANCE,100037,S,1359.60,270,E
1970-01-01 00:00:35.178158234,RELIANCE,100050,B,1359.10,53,D
1970-01-01 00:00:35.739462365,RELIANCE,100063,S,1359.20,500,A
1970-01-01 00:00:35.955010559,RELIANCE,100064,S,1359.20,500,A
1970-01-01 00:00:35.724022357,RELIANCE,100013,S,1360.10,500,D
1970-01-01 00:00:36.194872482,RELIANCE,100060,S,1359.25,145,X
1970-01-01 00:00:36.357887167,RELIANCE,100065,S,1359.10,500,A
1970-01-01 00:00:37.429982328,RELIANCE,100065,S,1359.10,500,D
1970-01-01 00:00:37.124469868,RELIANCE,100042,B,1359.15,179,X
1970-01-01 00:00:37.668548027,RELIANCE,100061,S,1359.10,500,D
1970-01-01 00:00:37.309268943,RELIANCE,100066,B,1358.55,500,A
1970-01-01 00:00:38.014682844,RELIANCE,100067,B,1358.50,500,A
1970-01-01 00:00:38.126128312,RELIANCE,100036,B,1359.30,309,D
1970-01-01 00:00:39.507042130,RELIANCE,100068,S,1359.00,500,A
1970-01-01 00:00:40.545719501,RELIANCE,100025,B,1359.45,500,D
1970-01-01 00:00:40.002754426,RELIANCE,100069,B,1358.55,500,A
1970-01-01 00:00:43.525747313,RELIANCE,100063,S,1359.20,315,E
1970-01-01 00:00:44.748933239,RELIANCE,100070,B,1358.45,500,A
1970-01-01 00:00:44.799621068,RELIANCE,100071,B,1358.45,500,A
1970-01-01 00:00:44.633701411,RELIANCE,100072,B,1358.50,500,A
1970-01-01 00:00:44.977579311,RELIANCE,100073,S,1358.90,500,A
1970-01-01 00:00:44.669219685,RELIANCE,100032,B,1359.30,500,D
1970-01-01 00:00:45.340012324,RELIANCE,100064,S,1359.20,500,D
1970-01-01 00:00:45.244261532,RELIANCE,100069,B,1358.55,500,D
1970-01-01 00:00:45.745178074,RELIANCE,100074,S,1358.75,500,A
1970-01-01 00:00:45.570335494,RELIANCE,100075,B,1358.55,500,A
1970-01-01 00:00:46.410753814,RELIANCE,100055,B,1358.95,500,D
1970-01-01 00:00:46.716014770,RELIANCE,100076,S,1358.80,500,A
1970-01-01 00:00:46.474303740,RELIANCE,100076,S,1358.80,219,E
1970-01-01 00:00:46.518840705,RELIANCE,100077,S,1358.85,500,A
1970-01-01 00:00:46.750845198,RELIANCE,100078,S,1358.90,500,A
1970-01-01 00:00:48.977767507,RELIANCE,100075,B,1358.55,500,D
1970-01-01 00:00:48.378301747,RELIANCE,100079,S,1358.75,500,A
1970-01-01 00:00:49.331714152,RELIANCE,100019,S,1359.95,500,D
1970-01-01 00:00:49.316872439,RELIANCE,100080,B,1358.30,500,A
1970-01-01 00:00:49.538798023,RELIANCE,100048,B,1359.05,202,E
1970-01-01 00:00:50.363692735,RELIANCE,100068,S,1359.00,500,D
1970-01-01 00:00:51.908111216,RELIANCE,100067,B,1358.50,500,D
1970-01-01 00:00:52.132702394,RELIANCE,100081,S,1358.60,500,A
1970-01-01 00:00:52.949439930,RELIANCE,100057,S,1359.20,466,E
1970-01-01 00:00:53.324474225,RELIANCE,100034,S,1359.75,500,D
1970-01-01 00:00:53.952687430,RELIANCE,100082,B,1358.35,500,A
1970-01-01 00:00:53.797005281,RELIANCE,100072,B,1358.50,500,D
1970-01-01 00:00:53.397853519,RELIANCE,100083,S,1358.70,211,A
1970-01-01 00:00:53.736243579,RELIANCE,100084,S,1358.60,500,A
1970-01-01 00:00:54.488249062,RELIANCE,100085,B,1358.20,500,A
1970-01-01 00:00:55.054308262,RELIANCE,100052,S,1359.45,500,D
1970-01-01 00:00:56.231875999,RELIANCE,100054,S,1359.40,500,D
1970-01-01 00:00:56.921706559,RELIANCE,100045,S,1359.55,131,X
1970-01-01 00:00:56.632276010,RELIANCE,100086,B,1358.25,500,A
1970-01-01 00:00:57.564880035,RELIANCE,100087,B,1358.20,500,A
1970-01-01 00:00:57.660465943,RELIANCE,100088,B,1358.20,500,A
1970-01-01 00:00:57.514302907,RELIANCE,100080,B,1358.30,500,D
1970-01-01 00:00:58.070525764,RELIANCE,100089,B,1358.10,500,A
1970-01-01 00:00:58.408992977,RELIANCE,100079,S,1358.75,94,X
1970-01-01 00:00:59.942429870,RELIANCE,100051,S,1359.45,500,D
1970-01-01 00:00:59.888434627,RELIANCE,100090,B,1358.10,500,A
1970-01-01 00:00:59.163894795,RELIANCE,100079,S,1358.75,406,D
1970-01-01 00:00:59.103685265,RELIANCE,100070,B,1358.45,500,D
1970-01-01 00:01:00.441102414,RELIANCE,100091,S,1358.50,500,A
1970-01-01 00:01:01.644685429,RELIANCE,100092,S,1358.40,500,A
1970-01-01 00:01:02.375932035,RELIANCE,100074,S,1358.75,500,D
1970-01-01 00:01:02.460755939,RELIANCE,100091,S,1358.50,500,D
1970-01-01 00:01:03.989493377,RELIANCE,100093,S,1358.35,500,A
1970-01-01 00:01:03.430338918,RELIANCE,100094,B,1358.05,500,A
1970-01-01 00:01:03.397341481,RELIANCE,100095,B,1357.95,500,A
1970-01-01 00:01:04.948481449,RELIANCE,100096,S,1358.45,500,A
1970-01-01 00:01:04.521475287,RELIANCE,100078,S,1358.90,500,D
1970-01-01 00:01:04.461616250,RELIANCE,100097,B,1357.85,500,A
1970-01-01 00:01:05.008253947,RELIANCE,100098,B,1357.90,500,A
1970-01-01 00:01:05.128832213,RELIANCE,100099,S,1358.25,500,A
1970-01-01 00:01:05.717311263,RELIANCE,100038,B,1359.20,68,D
1970-01-01 00:01:06.493657365,RELIANCE,100073,S,1358.90,330,E
1970-01-01 00:01:07.184547422,RELIANCE,100095,B,1357.95,500,D
1970-01-01 00:01:07.906758176,RELIANCE,100100,S,1358.30,500,A
1970-01-01 00:01:08.237911187,RELIANCE,100101,S,1358.35,500,A
1970-01-01 00:01:08.208202515,RELIANCE,100082,B,1358.35,240,E
1970-01-01 00:01:08.815133660,RELIANCE,100053,B,1358.95,500,D
1970-01-01 00:01:09.482008349,RELIANCE,100097,B,1357.85,500,D
1970-01-01 00:01:09.325150964,RELIANCE,100098,B,1357.90,500,D
1970-01-01 00:01:09.485238820,RELIANCE,100102,B,1357.90,500,A
1970-01-01 00:01:09.637888347,RELIANCE,100103,S,1358.15,500,A
1970-01-01 00:01:10.869533218,RELIANCE,100104,S,1358.15,500,A
1970-01-01 00:01:10.870768982,RELIANCE,100082,B,1358.35,256,E
1970-01-01 00:01:10.759803019,RELIANCE,100105,S,1358.10,500,A
1970-01-01 00:01:10.438912794,RELIANCE,100101,S,1358.35,500,D
1970-01-01 00:01:10.101474984,RELIANCE,100106,B,1357.70,500,A
1970-01-01 00:01:10.151857566,RELIANCE,100071,B,1358.45,487,E
1970-01-01 00:01:11.404456327,RELIANCE,100082,B,1358.35,4,D
1970-01-01 00:01:11.019574893,RELIANCE,100107,S,1358.15,500,A
1970-01-01 00:01:12.522129427,RELIANCE,100108,S,1358.05,500,A
1970-01-01 00:01:13.896703082,RELIANCE,100094,B,1358.05,500,D
1970-01-01 00:01:13.404499880,RELIANCE,100109,S,1358.10,500,A
1970-01-01 00:01:13.441156077,RELIANCE,100110,S,1358.10,500,A
1970-01-01 00:01:13.803734960,RELIANCE,100058,S,1359.25,500,D
1970-01-01 00:01:14.612483158,RELIANCE,100089,B,1358.10,165,X
1970-01-01 00:01:15.877130288,RELIANCE,100111,S,1358.05,500,A
1970-01-01 00:01:16.110154881,RELIANCE,100102,B,1357.90,500,D
1970-01-01 00:01:16.972065142,RELIANCE,100112,B,1357.65,500,A
1970-01-01 00:01:17.445492166,RELIANCE,100113,B,1357.60,500,A
1970-01-01 00:01:19.402559419,RELIANCE,100114,B,1357.50,349,A
1970-01-01 00:01:19.890949719,RELIANCE,100115,S,1357.95,500,A
1970-01-01 00:01:20.005638424,RELIANCE,100017,S,1360.05,147,E
1970-01-01 00:01:20.323358638,RELIANCE,100116,S,1358.00,500,A
1970-01-01 00:01:20.119032752,RELIANCE,100090,B,1358.10,500,D
1970-01-01 00:01:20.001679695,RELIANCE,100060,S,1359.25,355,D
1970-01-01 00:01:21.387195336,RELIANCE,100117,B,1357.50,500,A
1970-01-01 00:01:21.682546314,RELIANCE,100118,S,1358.05,500,A
1970-01-01 00:01:21.072541521,RELIANCE,100119,B,1357.55,500,A
1970-01-01 00:01:21.690196540,RELIANCE,100120,S,1357.80,500,A
1970-01-01 00:01:22.871339002,RELIANCE,100121,S,1357.90,500,A
1970-01-01 00:01:22.332941445,RELIANCE,100122,B,1357.45,500,A
1970-01-01 00:01:22.205195749,RELIANCE,100123,B,1357.45,500,A
1970-01-01 00:01:23.429520110,RELIANCE,100109,S,1358.10,500,D
1970-01-01 00:01:23.394435754,RELIANCE,100096,S,1358.45,206,E
1970-01-01 00:01:23.315429295,RELIANCE,100124,S,1357.70,500,A
1970-01-01 00:01:23.647060047,RELIANCE,100056,B,1358.70,500,D
1970-01-01 00:01:24.467013808,RELIANCE,100125,B,1357.45,500,A
1970-01-01 00:01:24.860170255,RELIANCE,100059,B,1358.85,500,D
1970-01-01 00:01:24.253398109,RELIANCE,100088,B,1358.20,500,D
1970-01-01 00:01:24.164752975,RELIANCE,100089,B,1358.10,335,D
1970-01-01 00:01:24.697460535,RELIANCE,100126,B,1357.40,500,A
1970-01-01 00:01:25.415524530,RELIANCE,100043,B,1359.20,204,E
1970-01-01 00:01:26.527422192,RELIANCE,100127,S,1357.70,500,A
1970-01-01 00:01:26.765975088,RELIANCE,100128,S,1357.70,500,A
1970-01-01 00:01:26.311774120,RELIANCE,100077,S,1358.85,384,E
1970-01-01 00:01:26.215801027,RELIANCE,100093,S,1358.35,500,D
1970-01-01 00:01:28.139340792,RELIANCE,100042,B,1359.15,321,D
1970-01-01 00:01:29.825884151,RELIANCE,100129,B,1357.25,500,A
1970-01-01 00:01:29.369919929,RELIANCE,100130,B,1357.20,500,A
1970-01-01 00:01:30.138548086,RELIANCE,100131,S,1357.70,500,A
1970-01-01 00:01:30.761639583,RELIANCE,100132,S,1357.65,500,A
1970-01-01 00:01:30.681887358,RELIANCE,100100,S,1358.30,68,X
1970-01-01 00:01:31.165564833,RELIANCE,100133,S,1357.55,500,A
1970-01-01 00:01:31.992061988,RELIANCE,100134,S,1357.75,500,A
1970-01-01 00:01:32.663688866,RELIANCE,100119,B,1357.55,500,D
1970-01-01 00:01:32.864027324,RELIANCE,100113,B,1357.60,500,D
1970-01-01 00:01:32.365278987,RELIANCE,100106,B,1357.70,500,D
1970-01-01 00:01:34.140409084,RELIANCE,100128,S,1357.70,500,D
1970-01-01 00:01:34.103950725,RELIANCE,100135,B,1357.10,500,A
1970-01-01 00:01:34.929116851,RELIANCE,100105,S,1358.10,473,E
1970-01-01 00:01:35.331292818,RELIANCE,100136,B,1357.10,500,A
1970-01-01 00:01:35.258480413,RELIANCE,100137,S,1357.55,500,A
1970-01-01 00:01:35.505288784,RELIANCE,100138,B,1357.10,233,A
1970-01-01 00:01:35.283975609,RELIANCE,100115,S,1357.95,500,D
1970-01-01 00:01:36.078954113,RELIANCE,100139,B,1357.10,500,A
1970-01-01 00:01:37.669200551,RELIANCE,100063,S,1359.20,185,D
1970-01-01 00:01:37.392566853,RELIANCE,100084,S,1358.60,500,D
1970-01-01 00:01:37.041783553,RELIANCE,100140,S,1357.55,500,A
1970-01-01 00:01:37.352150647,RELIANCE,100108,S,1358.05,165,E
1970-01-01 00:01:38.544725317,RELIANCE,100140,S,1357.55,500,D
1970-01-01 00:01:38.117687031,RELIANCE,100107,S,1358.15,169,X
1970-01-01 00:01:39.840636753,RELIANCE,100099,S,1358.25,158,X
1970-01-01 00:01:40.158672959,RELIANCE,100085,B,1358.20,500,D
1970-01-01 00:01:40.473561557,RELIANCE,100141,S,1357.25,500,A
1970-01-01 00:01:42.937180874,RELIANCE,100023,B,1359.65,161,D
1970-01-01 00:01:42.711060614,RELIANCE,100142,S,1357.40,500,A
1970-01-01 00:01:42.725708356,RELIANCE,100139,B,1357.10,500,D
1970-01-01 00:01:43.299580835,RELIANCE,100143,S,1357.30,500,A
1970-01-01 00:01:44.525063062,RELIANCE,100144,S,1357.25,500,A
1970-01-01 00:01:44.615766024,RELIANCE,100118,S,1358.05,500,D
1970-01-01 00:01:45.371904990,RELIANCE,100103,S,1358.15,398,E
1970-01-01 00:01:45.603462253,RELIANCE,100066,B,1358.55,500,D
1970-01-01 00:01:46.242313086,RELIANCE,100037,S,1359.60,230,D
1970-01-01 00:01:46.827603754,RELIANCE,100145,B,1356.85,500,A
1970-01-01 00:01:47.512656440,RELIANCE,100107,S,1358.15,331,D
1970-01-01 00:01:48.096057712,RELIANCE,100112,B,1357.65,500,D
1970-01-01 00:01:49.188751681,RELIANCE,100030,S,1359.80,498,E
1970-01-01 00:01:50.936614991,RELIANCE,100030,S,1359.80,1,E
1970-01-01 00:01:51.530334421,RELIANCE,100077,S,1358.85,102,E
1970-01-01 00:01:51.785033297,RELIANCE,100146,B,1356.80,500,A
1970-01-01 00:01:51.813126162,RELIANCE,100147,S,1357.10,500,A
1970-01-01 00:01:52.553278397,RELIANCE,100148,S,1357.25,500,A
1970-01-01 00:01:53.007333788,RELIANCE,100149,S,1357.15,500,A
1970-01-01 00:01:55.324211872,RELIANCE,100150,B,1356.75,500,A
1970-01-01 00:01:55.329430802,RELIANCE,100151,B,1356.65,500,A
1970-01-01 00:01:55.685811060,RELIANCE,100108,S,1358.05,165,E
1970-01-01 00:01:57.401176618,RELIANCE,100152,B,1356.75,500,A
1970-01-01 00:01:58.886485022,RELIANCE,100153,S,1357.25,500,A
1970-01-01 00:01:58.755663125,RELIANCE,100154,S,1357.10,500,A
1970-01-01 00:01:59.217064188,RELIANCE,100155,B,1356.50,500,A
1970-01-01 00:02:00.524875038,RELIANCE,100156,B,1356.60,500,A
1970-01-01 00:02:00.551095672,RELIANCE,100157,B,1356.65,500,A
1970-01-01 00:02:00.273221357,RELIANCE,100155,B,1356.50,500,D
1970-01-01 00:02:00.752032540,RELIANCE,100158,S,1356.90,500,A
1970-01-01 00:02:00.193253475,RELIANCE,100131,S,1357.70,500,D
1970-01-01 00:02:01.984744808,RELIANCE,100124,S,1357.70,132,E
1970-01-01 00:02:01.136737888,RELIANCE,100114,B,1357.50,349,D
1970-01-01 00:02:01.772121274,RELIANCE,100159,S,1356.90,500,A
1970-01-01 00:02:01.939747623,RELIANCE,100062,B,1358.75,500,D
1970-01-01 00:02:02.948926442,RELIANCE,100103,S,1358.15,37,E
1970-01-01 00:02:02.795149930,RELIANCE,100160,S,1356.95,500,A
1970-01-01 00:02:02.833291969,RELIANCE,100161,B,1356.50,500,A
1970-01-01 00:02:03.642009209,RELIANCE,100111,S,1358.05,500,D
1970-01-01 00:02:05.559689063,RELIANCE,100162,B,1356.55,500,A
1970-01-01 00:02:06.672155012,RELIANCE,100146,B,1356.80,500,D
1970-01-01 00:02:07.720848547,RELIANCE,100163,B,1356.45,500,A
1970-01-01 00:02:07.577596076,RELIANCE,100164,B,1356.35,500,A
1970-01-01 00:02:08.982195860,RELIANCE,100165,B,1356.50,500,A
1970-01-01 00:02:08.354617185,RELIANCE,100137,S,1357.55,500,D
1970-01-01 00:02:08.404981031,RELIANCE,100152,B,1356.75,500,D
1970-01-01 00:02:08.233019716,RELIANCE,100166,S,1356.75,500,A
1970-01-01 00:02:08.204036387,RELIANCE,100071,B,1358.45,4,X
1970-01-01 00:02:09.345331485,RELIANCE,100127,S,1357.70,500,D
1970-01-01 00:02:09.386165467,RELIANCE,100167,S,1356.80,500,A
1970-01-01 00:02:09.335997460,RELIANCE,100168,B,1356.30,500,A
1970-01-01 00:02:09.594113766,RELIANCE,100159,S,1356.90,388,E
1970-01-01 00:02:09.591247918,RELIANCE,100161,B,1356.50,500,D
1970-01-01 00:02:11.689014168,RELIANCE,100136,B,1357.10,500,D
1970-01-01 00:02:11.984513216,RELIANCE,100045,S,1359.55,228,E
1970-01-01 00:02:11.442802779,RELIANCE,100169,S,1356.60,500,A
1970-01-01 00:02:12.663395529,RELIANCE,100157,B,1356.65,500,D
1970-01-01 00:02:12.592322761,RELIANCE,100170,S,1356.65,500,A
1970-01-01 00:02:12.749320474,RELIANCE,100092,S,1358.40,500,D
1970-01-01 00:02:12.206085476,RELIANCE,100105,S,1358.10,27,D
1970-01-01 00:02:12.261142486,RELIANCE,100122,B,1357.45,94,X
1970-01-01 00:02:12.407231644,RELIANCE,100171,S,1356.55,500,A
1970-01-01 00:02:13.692463878,RELIANCE,100156,B,1356.60,500,D
1970-01-01 00:02:13.967734470,RELIANCE,100160,S,1356.95,290,E
1970-01-01 00:02:13.997255280,RELIANCE,100029,S,1359.75,484,E
1970-01-01 00:02:15.321346113,RELIANCE,100172,B,1356.10,500,A
1970-01-01 00:02:15.794295332,RELIANCE,100173,S,1356.60,500,A
1970-01-01 00:02:15.469319938,RELIANCE,100174,S,1356.50,500,A
1970-01-01 00:02:15.031810311,RELIANCE,100138,B,1357.10,233,D
1970-01-01 00:02:17.463693201,RELIANCE,100175,B,1356.05,500,A
1970-01-01 00:02:17.078927201,RELIANCE,100176,S,1356.55,500,A
1970-01-01 00:02:17.340030663,RELIANCE,100177,B,1356.15,500,A
1970-01-01 00:02:18.093734690,RELIANCE,100178,B,1356.15,500,A
1970-01-01 00:02:18.028198506,RELIANCE,100179,S,1356.60,500,A
1970-01-01 00:02:18.444325176,RELIANCE,100180,B,1355.95,500,A
1970-01-01 00:02:19.260642799,RELIANCE,100181,S,1356.55,172,A
1970-01-01 00:02:19.067932588,RELIANCE,100182,S,1356.40,500,A
1970-01-01 00:02:20.387754927,RELIANCE,100183,B,1356.00,500,A
1970-01-01 00:02:20.327124037,RELIANCE,100184,S,1356.45,500,A
1970-01-01 00:02:20.925778391,RELIANCE,100185,B,1355.95,500,A
1970-01-01 00:02:21.215662642,RELIANCE,100186,B,1355.90,500,A
1970-01-01 00:02:22.746205223,RELIANCE,100160,S,1356.95,210,D
1970-01-01 00:02:22.605429879,RELIANCE,100187,B,1356.05,500,A
1970-01-01 00:02:22.780839406,RELIANCE,100188,B,1355.85,500,A
1970-01-01 00:02:22.853673740,RELIANCE,100189,B,1356.00,500,A
1970-01-01 00:02:23.707233980,RELIANCE,100190,B,1355.95,500,A
1970-01-01 00:02:23.573772626,RELIANCE,100191,S,1356.30,500,A
1970-01-01 00:02:24.872197233,RELIANCE,100192,S,1356.35,500,A
1970-01-01 00:02:24.047563208,RELIANCE,100193,B,1355.95,500,A
1970-01-01 00:02:26.462198122,RELIANCE,100194,S,1356.30,500,A
1970-01-01 00:02:26.237331022,RELIANCE,100195,B,1355.85,500,A
1970-01-01 00:02:27.161861139,RELIANCE,100196,B,1355.80,500,A
1970-01-01 00:02:27.783993370,RELIANCE,100197,B,1355.95,500,A
1970-01-01 00:02:27.373984594,RELIANCE,100198,B,1355.85,500,A
1970-01-01 00:02:28.123571865,RELIANCE,100199,S,1356.30,500,A
1970-01-01 00:02:29.795094534,RELIANCE,100200,S,1356.25,500,A
1970-01-01 00:02:29.434916368,RELIANCE,100096,S,1358.45,294,D
1970-01-01 00:02:30.482727494,RELIANCE,100201,B,1355.70,500,A
1970-01-01 00:02:31.067177312,RELIANCE,100202,B,1355.80,500,A
1970-01-01 00:02:31.122358216,RELIANCE,100203,B,1355.75,500,A
1970-01-01 00:02:31.373581239,RELIANCE,100204,S,1356.20,500,A
1970-01-01 00:02:32.633688460,RELIANCE,100205,S,1356.15,500,A
1970-01-01 00:02:33.548494024,RELIANCE,100206,B,1355.80,500,A
1970-01-01 00:02:33.522558165,RELIANCE,100203,B,1355.75,500,D
